Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Transportation-Other,Long Island Expressway & Kissena Blvd,Queens,10/23/2017 02:17:33 PM,,,
Fire-1st Alarm,490 East 91 Street,Manhattan,10/22/2017 03:11:56 PM,,,
Fire-3rd Alarm,1216 Halsey Street,Brooklyn,10/23/2017 06:32:59 AM,,,
Structural-Collapse,1294 Park Pl,Brooklyn,10/17/2017 10:00:47 AM,,,
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Administration-Other,188 Street & 75 Avenue,Queens,05/10/2017 01:36:12 PM,,40.714003641,-73.8299893315
Fire-5th Alarm,56-11 94 Street,Queens,04/11/2017 06:35:24 PM,,40.714003641,-73.8299893315
HazMat-Other,,Staten Island,11/13/2017 10:28:56 AM,,,
Fire-2nd Alarm,328 East 14th Street,Manhattan,05/26/2017 05:47:04 AM,,,
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Utility-Water Main,1526 Pacific Street,Brooklyn,11/02/2017 05:17:31 AM,,,
Fire-4th Alarm,150 Nagle Avenue,Manhattan,11/12/2017 10:17:16 AM,,,
HazMat-Chemical,,Brooklyn,11/09/2017 06:50:46 PM,,,
Structural-Stability Problem,300 East 96 Street,Manhattan,11/09/2017 02:33:16 PM,,40.7313577935,-73.9924545169
Utility-Water Main,,Brooklyn,11/11/2017 09:13:05 AM,,,
HazMat-Chemical,,Brooklyn,11/09/2017 06:50:46 PM,,,
Structural-Stability Problem,300 East 96 Street,Manhattan,11/09/2017 02:33:16 PM,,40.7313577935,-73.9924545169
Fire-10-76 (Commercial High Rise Fire),1335 Ave of the Americas,Manhattan,11/12/2017 07:15:39 AM,,,
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Utility-Water Main,,Brooklyn,11/11/2017 09:13:05 AM,,,
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.7642208374,-73.9869135242
Fire-2nd Alarm,328 East 14th Street,Manhattan,05/26/2017 05:47:04 AM,,40.7144215406,-74.0060763804
Fire-3rd Alarm,134-14 Franklin Ave,Queens,06/08/2019 12:42:28 PM,,40.7536615342,-73.8293131271
Utility-Water Main,3351 Fenton Ave,Bronx,06/07/2019 03:36:02 PM,,40.8755220561,-73.8477120848
Structural-Collapse,705 Lafayette Ave,Brooklyn,06/04/2019 12:23:48 PM,,40.6906344055,-73.9448865941
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.7642208374,-73.9869135242
Fire-3rd Alarm,787 7th Avenue,Manhattan,06/10/2019 02:08:22 PM,,40.7622127688,-73.9824050338
Structural-Collapse,705 Lafayette Ave,Brooklyn,06/04/2019 12:23:48 PM,,40.6906344055,-73.9448865941
Utility-Other,East 63 Street  & York Aveune,Manhattan,07/06/2019 04:51:31 PM,,40.761153,-73.95786
Structural-Other,526 Logan Street,Brooklyn,06/06/2019 04:13:08 PM,,40.6731533994,-73.8758354136
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.7642208374,-73.9869135242
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.7642208374,-73.9869135242
Structural-Collapse,496 Avenue P,Brooklyn,05/06/2019 11:43:08 PM,,40.6092116272,-73.9691775735
Fire-5th Alarm,255 Mill Road,Staten Island,05/21/2017 04:28:08 AM,,40.5627202098,-74.1114091612
Fire-5th Alarm,60 East 9th Street,Manhattan,06/28/2017 06:04:26 PM,,40.7313577935,-73.9924545169
Structural-Other,156 Erasmus Street,Brooklyn,08/17/2017 11:52:31 AM,,40.6497144885,-73.9505213593
HazMat-Chemical,,Brooklyn,11/09/2017 06:50:46 PM,,,
Fire-4th Alarm,1686 clay ave,Bronx,12/17/2017 05:31:57 AM,,40.8438702923,-73.904866859
Structural-Stability Problem,300 East 96 Street,Manhattan,11/09/2017 02:33:16 PM,,40.7313577935,-73.9924545169
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,,,
Fire-10-76 (Commercial High Rise Fire),645 Madison Avenue,New York,04/19/2019 01:13:40 PM,04/19/2019 03:45:29 PM,40.7639929037,-73.9710743845
Fire-5th Alarm,2118 Flatbush Avenue,Brooklyn,04/17/2019 06:47:50 AM,,40.6182550552,-73.9321540294
Utility-Other,66 beaver street,manhattan,06/16/2019 07:25:04 AM,,40.7051541067,-74.0095793361
Fire-2nd Alarm,23-49 93rd St,Queens,07/10/2019 04:49:33 PM,,40.7666106983,-73.8769128282
Fire-4th Alarm,1488 East 17th Street,Brooklyn,06/13/2019 04:22:10 AM,,40.613863411,-73.957355679
Utility-Water Main,785 St Nicholas Avenue,New York,06/23/2019 02:02:48 PM,,40.8269230927,-73.9430042251
Utility-Water Main,85-08 215th Street,Queens,06/21/2019 10:16:48 AM,,40.7302685209,-73.7543929226
Administration-Other,Seagirt Blvd & Beach 9 Street,Queens,11/14/2016 03:53:54 PM,,40.714003641,-73.8299893315
Fire-4th Alarm,1466 Watson Avenue,Bronx,07/12/2019 06:35:31 AM,,40.8256846888,-73.8808861332
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.7144215406,-74.0060763804
Fire-1st Alarm,Northern Boulevard & 39 Street,Queens,05/10/2017 07:08:59 AM,,40.714003641,-73.8299893315
Fire-3rd Alarm,134-14 Franklin Ave,Queens,06/08/2019 12:42:28 PM,,40.7536615342,-73.8293131271
Structural-Sidewalk Collapse,927 Broadway,Manhattan,10/29/2016 12:13:31 PM,11/17/2016 06:06:54 PM,40.7144215406,-74.0060763804
Administration-Other,188 Street & 75 Avenue,Queens,05/10/2017 01:36:12 PM,,40.714003641,-73.8299893315
Fire-4th Alarm,1516A  Schenectady Avenue,Brooklyn,11/26/2017 02:40:24 AM,,,
Fire-5th Alarm,56-11 94 Street,Queens,04/11/2017 06:35:24 PM,,40.714003641,-73.8299893315
Fire-4th Alarm,1163 Fulton Street,Brooklyn,12/07/2017 05:37:05 AM,,40.6810502123,-73.9551766173
Fire-3rd Alarm,144 West  9th Street,Manhattan,12/25/2017 03:44:31 PM,,40.7340773882,-73.999099333
Transportation-Train Subway,East 53 Street  & Lexington Avenue,Manhattan,12/27/2017 05:20:16 AM,,,
Fire-3rd Alarm,1163 Fulton Street,Brooklyn,12/07/2017 05:37:05 AM,,40.6810502123,-73.9551766173
Fire-4th Alarm,1163 Fulton Street,Brooklyn,12/07/2017 05:37:05 AM,,40.6810502123,-73.9551766173
Fire-4th Alarm,3414 Knox Place,Bronx,12/27/2017 04:51:28 AM,,,
Fire-10-77 (Residential High Rise Fire),3080 Park Ave,Bronx,07/10/2019 04:12:05 PM,,40.8231422767,-73.9186236105
Structural-Collapse,705 Lafayette Ave,Brooklyn,06/04/2019 12:23:48 PM,,40.6906344055,-73.9448865941
Fire-6th Alarm,702 44th street,Brooklyn,04/03/2019 05:10:29 PM,,40.6456749853,-74.0022560985
Fire-1st Alarm,2441 Adam Clayton Powell Boulevard,New York,05/08/2019 02:51:10 AM,,40.8198058854,-73.940265935
Aviation-Small Aircraft,New Dorp Lane & Hylan Blvd,Staten Island,05/01/2019 05:59:50 PM,,40.570515,-74.109843
Structural-Other,315 Avenue C,Manhattan,05/10/2017 12:05:03 PM,,40.7144215406,-74.0060763804
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Fire-4th Alarm,1516A  Schenectady Avenue,Brooklyn,11/26/2017 02:40:24 AM,,,
Law Enforcement-Other,400 West 59th Street,Manhattan,06/20/2019 12:35:39 PM,,40.769518768,-73.9855539004
Fire-Sensitive Location,60 Norfolk Street,Manhattan,05/14/2017 07:15:30 PM,,40.7144215406,-74.0060763804
Fire-3rd Alarm,1945 East 14 Street,Brooklyn,12/18/2017 02:27:02 AM,,40.602280589,-73.9579668904
Fire-5th Alarm,1486 Watson Avenue,Bronx,10/01/2017 02:50:56 PM,,40.8257765945,-73.8801670706
Fire-5th Alarm,1920 Walton Street,Bronx,09/27/2017 06:44:58 AM,,40.850532524,-73.9089195042
Fire-2nd Alarm,1318 franklin ave,Bronx,04/09/2018 04:29:06 PM,,40.8322706653,-73.9014259259
Fire-3rd Alarm,795 Garden Street,Bronx,12/27/2017 04:14:38 AM,,,
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 05:49:15 AM,,40.8394407311,-73.869308586
Fire-2nd Alarm,,Queens,01/05/2018 06:54:24 PM,,,
Fire-3rd Alarm,93-20 211 Street,Queens,04/29/2018 12:17:29 AM,,40.7175607832,-73.7503579262
Administration-Other,,Brooklyn,10/02/2017 06:18:48 AM,,,
Utility-Other,,Brooklyn,01/06/2018 02:13:47 AM,,,
Structural-Stability Problem,3030 Jerome Avenue,Bronx,04/22/2017 01:05:25 AM,,40.8746155356,-73.8888704685
Utility-Gas High Pressure,4620 12th avenue,Brooklyn,06/17/2019 12:10:48 PM,,40.6376402159,-73.9930228889
Utility-Other,Atlantic Avenue  & Chestnut Street,Brooklyn,07/01/2019 11:08:37 AM,,40.680819,-73.874871
Utility-Manhole,Waverly Avenue & Park Avenue,Brooklyn,06/25/2019 06:06:56 PM,,40.696029,-73.968453
Fire-2nd Alarm,91-58 117th Street,Richmond Hill,07/21/2019 09:59:09 AM,,40.6938249015,-73.8298483359
Rescue-Other,200 central park West,manhattan,07/03/2019 07:28:44 AM,,40.7811870092,-73.9723582948
Fire-4th Alarm,1466 Watson Avenue,Bronx,07/12/2019 06:35:31 AM,,40.8256846888,-73.8808861332
Utility-Water Service Line,Anderson Street  & Maryland Avenue,Staten Island,07/09/2019 01:31:22 AM,,40.612572,-74.06712
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.7144215406,-74.0060763804
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,11/21/2017 11:04:53 AM,40.784994,-73.940913
Fire-3rd Alarm,4769 White Plains Road,Bronx,11/05/2017 04:19:24 PM,,,
Utility-Water Main,,Brooklyn,01/07/2018 06:02:18 AM,,,
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 05:49:15 AM,,40.8394407311,-73.869308586
Fire-3rd Alarm,570 Saint Marys Street,Bronx,01/22/2018 08:20:32 PM,,40.8103197805,-73.9149149126
Fire-10-77 (Residential High Rise Fire),3080 Park Ave,Bronx,07/10/2019 04:12:05 PM,,40.8231422767,-73.9186236105
Fire-10-77 (Residential High Rise Fire),3080 Park Ave,Bronx,07/10/2019 04:12:05 PM,,40.8231422767,-73.9186236105
Fire-Collapse,1406 Prospect Avenue,Bronx,06/01/2019 03:04:29 PM,06/03/2019 06:49:44 AM,40.8322653214,-73.896585649
HazMat-High Carbon Monoxide,1750 Grand Course,Bronx,05/02/2019 04:39:54 AM,,40.8497016325,-73.9131938604
Fire-Haz Mat,02 East 61 Street,Manhattan,05/28/2019 07:20:21 AM,,40.7653468118,-73.9717926335
Fire-Manhole,651 West 168 Street,Manhattan,11/27/2017 04:53:34 AM,,,
Fire-2nd Alarm,2250 Aqueduct Avenue,Bronx,11/21/2017 08:50:24 PM,,,
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,,,
Fire-2nd Alarm,703 Avenue K,Brooklyn,11/27/2017 04:16:20 AM,,,
Fire-4th Alarm,1686 clay ave,Bronx,12/17/2017 05:31:57 AM,,40.8438702923,-73.904866859
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,,,
Fire-3rd Alarm,1945 East 14 Street,Brooklyn,12/18/2017 02:27:02 AM,,40.602280589,-73.9579668904
Fire-10-77 (Residential High Rise Fire),508 w 114th st,new york,11/29/2017 11:40:03 PM,,40.714269404,-74.005969929
Utility-Water Main,East 198 Street  & Grand Concourse,Bronx,12/19/2017 08:01:41 AM,,40.870233,-73.891134
Fire-1st Alarm,150-05 Cohancy Street,Queens,11/20/2016 01:03:30 PM,,40.714003641,-73.8299893315
Utility-Other,245 East 62,Manhattan,12/20/2017 01:58:26 AM,,,
Fire-1st Alarm,625 8th Avenue,Manhattan,01/24/2018 12:12:36 PM,,40.7563138704,-73.990498918
Fire-Haz Mat,20 Lincoln Center Plaza,Manhattan,01/10/2018 01:00:56 PM,,40.7724319941,-73.982822995
Fire-3rd Alarm,4769 White Plains Road,Bronx,11/05/2017 04:19:24 PM,,,
Utility-Other,337 Lenox Road,Brooklyn,01/09/2018 01:38:12 PM,,40.6542634566,-73.9483557275
Structural-Life Safety Violations,85 Bowery,Manhattan,01/18/2018 04:19:55 PM,,40.7169155801,-73.9956129056
Fire-3rd Alarm,530 West 174 Street,Manhattan,07/13/2019 03:50:39 AM,,40.8440608118,-73.9354011335
Law Enforcement-Other,100 centre street,Manhattan,07/15/2019 02:09:22 PM,,40.7161523825,-74.0013626278
Utility-Water Main,East 180th Street  & Creston Avenue,Brooklyn,07/18/2019 08:02:36 AM,,40.853907,-73.90377
Utility-Water Main,East 180th Street  & Creston Avenue,Brooklyn,07/18/2019 08:02:36 AM,,40.853907,-73.90377
Structural-Partial Collapse,2708 schurz ave,bronx,07/21/2019 02:58:50 PM,,40.8135643489,-73.8218096041
Fire-10-77 (Residential High Rise Fire),3080 Park Ave,Bronx,07/10/2019 04:12:05 PM,,40.8231422767,-73.9186236105
Fire-4th Alarm,1875 Carter Avenue,Bronx,07/20/2019 06:27:37 PM,,40.8473755017,-73.9019321335
Structural-Partial Collapse,2708 schurz ave,bronx,07/21/2019 02:58:50 PM,,40.8135643489,-73.8218096041
Law Enforcement-Device,390 7th Avenue,Manhattan,07/22/2019 03:33:33 AM,,40.7492996567,-73.9919027558
Structural-Partial Collapse,2708 schurz ave,Bronx,07/21/2019 02:58:50 PM,,40.8135643489,-73.8218096041
Utility-Power Outage,87-84 Parson BLVD,Queens,07/20/2019 04:52:58 PM,,40.7070477861,-73.8024685933
Fire-4th Alarm,1686 clay ave,Bronx,12/17/2017 05:31:57 AM,,40.8438702923,-73.904866859
Fire-2nd Alarm,529 56 Street,Brooklyn,01/16/2018 01:06:00 AM,,40.6412800403,-74.0130286019
Fire-4th Alarm,917 Ogden Avenue (BX),Bronx,07/26/2019 12:00:21 AM,,40.8312291371,-73.9303714427
Fire-2nd Alarm,447 Wales Avenue,Bronx,07/26/2017 03:06:44 AM,,40.8102809717,-73.9082061756
Rescue-Other,5905 Strickland Avenue,Brooklyn,07/21/2019 06:13:13 PM,,40.6075564508,-73.9159780246
Fire-4th Alarm,259 Monitor Street,Brooklyn,08/01/2019 12:55:54 AM,,40.7283880233,-73.9430953683
Structural-Demolition,1374 Leland Avenue,Bronx,07/21/2017 06:54:15 AM,,40.8351176087,-73.8640259235
Utility-Electric Feeder Cable,321 East 153rd Street,Bronx,08/02/2019 08:00:06 PM,,40.8197130014,-73.9195036302
Fire-4th Alarm,259 Monitor Street,Brooklyn,08/01/2019 12:55:54 AM,,40.7283880233,-73.9430953683
Structural-Partial Collapse,2708 schurz ave,bronx,07/21/2019 02:58:50 PM,,40.8135643489,-73.8218096041
Fire-4th Alarm,259 Monitor Street,Brooklyn,08/01/2019 12:55:54 AM,,40.7283880233,-73.9430953683
Fire-4th Alarm,1488 East 17th Street,Brooklyn,06/13/2019 04:22:10 AM,,40.613863411,-73.957355679
Fire-4th Alarm,1875 Carter Avenue,Bronx,07/20/2019 06:27:37 PM,,40.8473755017,-73.9019321335
Utility-Other,12th Road & 152 Street,Queens,05/26/2019 03:14:12 AM,,40.790736,-73.81008
Fire-6th Alarm,702 44th street,Brooklyn,04/03/2019 05:10:29 PM,,40.6456749853,-74.0022560985
Administration-Other,188 Street & 75 Avenue,Queens,05/10/2017 01:36:12 PM,,40.714003641,-73.8299893315
Utility-Water Main,31 MacKay Place,Brooklyn,01/16/2018 07:15:18 AM,,40.6369416839,-74.0348711879
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 05:49:15 AM,,40.8394407311,-73.869308586
Fire-5th Alarm,2118 Flatbush Avenue,Brooklyn,04/17/2019 06:47:50 AM,,40.6182550552,-73.9321540294
Fire-6th Alarm,565 West 144 Street,Manhattan,11/17/2017 03:35:42 PM,,40.8256102137,-73.9505288665
Fire-4th Alarm,1163 Fulton Street,Brooklyn,12/07/2017 05:37:05 AM,,40.6810502123,-73.9551766173
Utility-Water Main,East 20 Street & 5th Avenue,New York,05/29/2019 08:12:21 AM,,40.739661,-73.990944
Fire-Sensitive Location,64 Norfolk Street,Manhattan,05/14/2017 07:15:30 PM,,40.7144215406,-74.0060763804
Fire-Sensitive Location,60 Norfolk Street,Manhattan,05/14/2017 07:15:30 PM,,40.7144215406,-74.0060763804
Structural-Crane,749 fdr,Manhattan,07/30/2019 03:41:23 PM,,40.7223677458,-73.9746023288
Fire-2nd Alarm,808 East 175 Street,Bronx,07/27/2019 04:54:18 AM,,40.84092753,-73.8903267234
Structural-Falling Debris,66 Rockwell Place,Brooklyn,05/18/2017 09:07:04 PM,,40.6880989446,-73.9793022357
Medical-EMS MCI (Multiple Casualty Incident),7 Avenue & West 42 Street,Manhattan,05/18/2017 12:15:35 PM,05/19/2017 03:14:26 AM,40.7144215406,-74.0060763804
Fire-2nd Alarm,700 Evergreen Avenue,Brooklyn,08/04/2019 05:22:40 AM,,40.6876159597,-73.9108228143
HazMat-Other,462 1st avenue,Manhattan,08/13/2019 10:28:06 AM,,40.7396051041,-73.9765115637
Fire-4th Alarm,259 Monitor Street,Brooklyn,08/01/2019 12:55:54 AM,,40.7283880233,-73.9430953683
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Fire-4th Alarm,3414 Knox Place,Bronx,12/27/2017 04:51:28 AM,,40.8815749387,-73.883861131
Fire-7th Alarm,775 Riverside Drive,Manhattan,01/08/2018 02:13:28 PM,,40.8347903608,-73.9477349397
Structural-Other,103 Featherbed Lane,Bronx,01/12/2018 09:31:21 AM,,40.8462452962,-73.9183378514
Law Enforcement-Other,405 East 54 Street,Manhattan,02/12/2018 11:06:31 AM,,,
Fire-Explosion,4683 Park Avenue c/s E 188th street,Bronx,03/02/2018 01:32:31 AM,,40.8587629031,-73.8927703231
Structural-Life Safety Violations,85 Bowery,Manhattan,01/18/2018 04:19:55 PM,,40.7169155801,-73.9956129056
Structural-Stability Problem,118-18 Union Turnpike,Queens,02/10/2018 04:44:26 PM,,40.7126096855,-73.8340858845
Utility-Other,Atlantic Avenue  & Chestnut Street,Brooklyn,07/01/2019 11:08:37 AM,,40.680819,-73.874871
Structural-Demolition,350 West 52nd Street,New York,05/30/2019 12:06:51 PM,,40.7642208374,-73.9869135242
Utility-Other,337 Lenox Road,Brooklyn,01/09/2018 01:38:12 PM,,40.6542634566,-73.9483557275
Administration-Other,Seagirt Blvd & Beach 9 Street,Queens,11/14/2016 03:53:54 PM,11/19/2016 01:26:07 PM,40.714003641,-73.8299893315
Structural-Partial Collapse,87-13 164th Street,Queens,02/05/2018 12:07:19 AM,,40.7098613289,-73.7995543546
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 05:49:15 AM,,,
Fire-2nd Alarm,6709 11 Avenue,Brooklyn,11/09/2017 07:13:03 AM,,,
Fire-7th Alarm,775 Riverside Drive,Manhattan,01/08/2018 02:13:28 PM,,40.8347903608,-73.9477349397
Fire-Explosion,151 Bay 49 Street,Brooklyn,01/20/2018 08:39:59 AM,,40.5865548024,-73.9869997061
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,01/02/2018 05:49:15 AM,,40.8394407311,-73.869308586
Structural-Stability Problem,118-18 Union Turnpike,Queens,02/10/2018 04:44:26 PM,,40.7126096855,-73.8340858845
Structural-Other,526 Logan Street,Brooklyn,06/06/2019 04:13:08 PM,,40.6731533994,-73.8758354136
Fire-5th Alarm,2118 Flatbush Avenue,Brooklyn,04/17/2019 06:47:50 AM,,40.6182550552,-73.9321540294
Structural-Stability Problem,118-18 Union Turnpike,Queens,02/10/2018 04:44:26 PM,,40.7126096855,-73.8340858845
Utility-Water Main,40-06 74 Street,Queens,01/12/2018 05:55:30 AM,,40.7465072762,-73.8913987229
Utility-Water Main,West 157 Street & Broadway,Manhattan,01/24/2018 10:28:51 PM,,40.83408,-73.944972
Fire-7th Alarm,775 Riverside Drive,Manhattan,01/08/2018 02:13:28 PM,,40.8347903608,-73.9477349397
Fire-4th Alarm,240 East 194 Street,Bronx,01/30/2018 11:35:10 PM,,40.8651112564,-73.8930026678
Law Enforcement-Suspicious Package,241 East 51 Street,Manhattan,02/20/2018 06:11:08 PM,02/20/2018 09:35:07 PM,40.7558062137,-73.9687224503
Fire-7th Alarm,110-14 Liberty Avenue,Queens,03/04/2017 11:13:52 PM,,40.714003641,-73.8299893315
Fire-4th Alarm,657 Crotona Park North,Bronx,03/06/2017 06:40:53 PM,,40.8425155706,-73.8946165491
Fire-3rd Alarm,60-15 Main Street,Queens,03/12/2017 04:25:15 PM,,40.714003641,-73.8299893315
Fire-3rd Alarm,7 East 84 Street,Manhattan,03/14/2017 03:04:32 AM,,40.7144215406,-74.0060763804
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,03/05/2018 12:49:27 AM,,40.6854774055,-73.93117632
Fire-4th Alarm,2000 2nd Avenue,Manhattan,03/24/2018 01:16:50 AM,,40.7887808526,-73.9437578917
Fire-2nd Alarm,546 BelmontAvenue,Brooklyn,10/03/2019 06:56:52 AM,,40.671505698,-73.8893874081
Fire-7th Alarm,110-14 Liberty Avenue,Queens,03/04/2017 11:13:52 PM,,40.714003641,-73.8299893315
Fire-4th Alarm,259 Monitor Street,Brooklyn,08/01/2019 12:55:54 AM,,40.7283880233,-73.9430953683
Fire-2nd Alarm,598 West 178th Street,Manhattan,08/06/2019 05:55:24 AM,,40.8471949284,-73.934872936
Fire-6th Alarm,225 McClellan Street,Bronx,08/05/2019 05:48:49 AM,,40.8322787422,-73.9165833811
Fire-2nd Alarm,814 Faile Street,Bronx,08/13/2019 11:25:50 PM,08/14/2019 01:36:51 AM,40.8173629031,-73.8871856736
Fire-4th Alarm,240 East 194 Street,Bronx,01/30/2018 11:35:10 PM,,40.8651112564,-73.8930026678
Law Enforcement-Other,West 5 Street  & Surf Avenue,Brooklyn,07/11/2019 01:45:12 PM,,40.574808,-73.973448
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.7144215406,-74.0060763804
Fire-Haz Mat,41-12 12 Street,Queens,06/12/2017 01:36:36 PM,,40.714003641,-73.8299893315
Structural-Demolition,169-12 116 Avenue,Queens,03/07/2018 05:27:32 PM,,40.6877354543,-73.7783532249
Structural-Street Collapse,East 7th Street & 1st Avenue,Manhattan,03/13/2018 12:36:24 PM,,40.72698,-73.985751
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,03/05/2018 12:49:27 AM,,40.6854774055,-73.93117632
Fire-5th Alarm,187-40 Jamaica Ave,Queens,03/16/2018 01:24:26 PM,,40.7101984674,-73.771847245
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.8265375074,-73.9431738691
Utility-Other,,Brooklyn,03/22/2018 09:10:33 PM,,,
Fire-5th Alarm,773 st nicholas ave,new york,03/22/2018 11:11:10 PM,,40.8265375074,-73.9431738691
Fire-2nd Alarm,1332 Prospect Place,Brooklyn,03/26/2018 12:11:37 AM,,40.6733075107,-73.9324040343
Law Enforcement-Haz Mat,1279 E 68th Street,Brooklyn,03/24/2018 01:49:54 AM,,40.6231756861,-73.9152795659
Law Enforcement-Suspicious Package,,Brooklyn,08/16/2019 07:29:39 AM,,,
Utility-Electric Overhead,,Brooklyn,05/21/2019 07:37:34 PM,,,
Structural-Collapse,705 Lafayette Ave,Brooklyn,06/04/2019 12:23:48 PM,,40.6906344055,-73.9448865941
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,03/05/2018 12:49:27 AM,,40.6854774055,-73.93117632
Structural-Demolition,169-12 116 Avenue,Queens,03/07/2018 05:27:32 PM,,40.6877354543,-73.7783532249
Utility-Gas Main Rupture,Fulton Street  & Hoyt Street,Brooklyn,06/05/2019 02:23:38 AM,,40.690575,-73.985121
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.8265375074,-73.9431738691
Structural-Collapse,2383 2nd Avenue,Manhattan,03/27/2018 01:50:31 PM,,40.8010141146,-73.9348680683
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.8265375074,-73.9431738691
Structural-Street Collapse,East 7th Street & 1st Avenue,Manhattan,03/13/2018 12:36:24 PM,,40.72698,-73.985751
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,03/22/2018 11:11:10 PM,,40.8265375074,-73.9431738691
Fire-4th Alarm,2000 2nd Avenue,Manhattan,03/24/2018 01:16:50 AM,,40.7887808526,-73.9437578917
